card_id,pname,set_name,is_custom,image_url,generation,release_date,rarity,pokemon_type,subtype,hp,level,flavour_text
neo2-3,Hitmontop,Neo Discovery,False,https://images.pokemontcg.io/neo2/3_hires.png,Neo,6/1/2001,Rare Holo,['Fighting'],['Basic'],60,31,"If you become enchanted by its smooth, elegant, dancelike kicks, you may get drilled hard."
neo2-4,Houndoom,Neo Discovery,False,https://images.pokemontcg.io/neo2/4_hires.png,Neo,6/1/2001,Rare Holo,['Darkness'],['Stage 1'],70,37,"Upon hearing its eerie howls, other Pokémon get the shivers and head straight back to their nests."
neo2-5,Houndour,Neo Discovery,False,https://images.pokemontcg.io/neo2/5_hires.png,Neo,6/1/2001,Rare Holo,['Fire'],['Basic'],50,22,"To corner prey, they check each other's location using barks that only they can understand."
neo2-6,Kabutops,Neo Discovery,False,https://images.pokemontcg.io/neo2/6_hires.png,Neo,6/1/2001,Rare Holo,['Water'],['Stage 2'],90,42,"In the water, it tucks its limbs to become more compact, then it wiggles its shell to swim fast."
neo2-7,Magnemite,Neo Discovery,False,https://images.pokemontcg.io/neo2/7_hires.png,Neo,6/1/2001,Rare Holo,['Metal'],['Basic'],40,16,These Pokémon are attracted to electrical emissions and will often follow people using PokéGear.
neo2-8,Politoed,Neo Discovery,False,https://images.pokemontcg.io/neo2/8_hires.png,Neo,6/1/2001,Rare Holo,['Water'],['Stage 2'],100,53,"Whenever three or more of these get together, they sing in a loud voice that sounds like bellowing."
neo2-9,Poliwrath,Neo Discovery,False,https://images.pokemontcg.io/neo2/9_hires.png,Neo,6/1/2001,Rare Holo,['Fighting'],['Stage 2'],90,45,"Although an energetic, skilled swimmer that uses all of its muscles, it lives on dry land."
neo2-10,Scizor,Neo Discovery,False,https://images.pokemontcg.io/neo2/10_hires.png,Neo,6/1/2001,Rare Holo,['Metal'],['Stage 1'],80,43,It swings its eye patterned pincers up to scare its foes. This makes it look like it has three heads.
neo2-11,Smeargle,Neo Discovery,False,https://images.pokemontcg.io/neo2/11_hires.png,Neo,6/1/2001,Rare Holo,['Colorless'],['Basic'],50,27,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.
neo2-12,Tyranitar,Neo Discovery,False,https://images.pokemontcg.io/neo2/12_hires.png,Neo,6/1/2001,Rare Holo,['Darkness'],['Stage 2'],100,54,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
neo2-13,Umbreon,Neo Discovery,False,https://images.pokemontcg.io/neo2/13_hires.png,Neo,6/1/2001,Rare Holo,['Darkness'],['Stage 1'],80,40,"When darkness falls, the rings on the body begin to glow, striking fear in the hearts of anyone nearby."
neo2-14,Unown [A],Neo Discovery,False,https://images.pokemontcg.io/neo2/14_hires.png,Neo,6/1/2001,Rare Holo,['Psychic'],['Basic'],40,15,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
neo2-15,Ursaring,Neo Discovery,False,https://images.pokemontcg.io/neo2/15_hires.png,Neo,6/1/2001,Rare Holo,['Colorless'],['Stage 1'],80,42,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen berries."
neo2-16,Wobbuffet,Neo Discovery,False,https://images.pokemontcg.io/neo2/16_hires.png,Neo,6/1/2001,Rare Holo,['Psychic'],['Basic'],90,46,"To keep its pitch-black tail hidden, it lives quietly in the darkness. It is never first to attack."
neo2-17,Yanma,Neo Discovery,False,https://images.pokemontcg.io/neo2/17_hires.png,Neo,6/1/2001,Rare Holo,['Grass'],['Basic'],60,32,"If it flaps its wings really fast, it can generate shock waves that will shatter windows in the area."
neo2-18,Beedrill,Neo Discovery,False,https://images.pokemontcg.io/neo2/18_hires.png,Neo,6/1/2001,Rare,['Grass'],['Stage 2'],80,36,It can take down any opponent with its powerful poison stingers. It sometimes attacks in swarms.
neo2-19,Butterfree,Neo Discovery,False,https://images.pokemontcg.io/neo2/19_hires.png,Neo,6/1/2001,Rare,['Grass'],['Stage 2'],80,24,It collects honey every day. It rubs honey onto the hairs on its legs to carry it back to its nest.
neo2-20,Espeon,Neo Discovery,False,https://images.pokemontcg.io/neo2/20_hires.png,Neo,6/1/2001,Rare,['Psychic'],['Stage 1'],70,38,"By reading air currents, it can predict things such as the weather or its foe's next move."
neo2-21,Forretress,Neo Discovery,False,https://images.pokemontcg.io/neo2/21_hires.png,Neo,6/1/2001,Rare,['Metal'],['Stage 1'],80,40,Its entire body is shielded by a steel-hard shell. What lurks inside this shell is a total mystery.
neo2-22,Hitmontop,Neo Discovery,False,https://images.pokemontcg.io/neo2/22_hires.png,Neo,6/1/2001,Rare,['Fighting'],['Basic'],60,31,"If you become enchanted by its smooth, elegant, dancelike kicks, you may get drilled hard."
neo2-23,Houndoom,Neo Discovery,False,https://images.pokemontcg.io/neo2/23_hires.png,Neo,6/1/2001,Rare,['Darkness'],['Stage 1'],70,37,"Upon hearing its eerie howls, other Pokémon get the shivers and head straight back to their nests."
neo2-24,Houndour,Neo Discovery,False,https://images.pokemontcg.io/neo2/24_hires.png,Neo,6/1/2001,Rare,['Fire'],['Basic'],50,22,"To corner prey, they check each other's location using barks that only they can understand."
neo2-25,Kabutops,Neo Discovery,False,https://images.pokemontcg.io/neo2/25_hires.png,Neo,6/1/2001,Rare,['Water'],['Stage 2'],90,42,"In the water, it tucks its limbs to become more compact, then it wiggles its shell to swim fast."
neo2-26,Magnemite,Neo Discovery,False,https://images.pokemontcg.io/neo2/26_hires.png,Neo,6/1/2001,Rare,['Metal'],['Basic'],40,16,These Pokémon are attracted to electrical emissions and will often follow people using PokéGear.
neo2-27,Politoed,Neo Discovery,False,https://images.pokemontcg.io/neo2/27_hires.png,Neo,6/1/2001,Rare,['Water'],['Stage 2'],100,53,"Whenever three or more of these get together, they sing in a loud voice that sounds like bellowing."
neo2-28,Poliwrath,Neo Discovery,False,https://images.pokemontcg.io/neo2/28_hires.png,Neo,6/1/2001,Rare,['Fighting'],['Stage 2'],90,45,"Although an energetic, skilled swimmer that uses all of its muscles, it lives on dry land."
neo2-29,Scizor,Neo Discovery,False,https://images.pokemontcg.io/neo2/29_hires.png,Neo,6/1/2001,Rare,['Metal'],['Stage 1'],80,43,It swings its eye patterned pincers up to scare its foes. This makes it look like it has three heads.
neo2-30,Smeargle,Neo Discovery,False,https://images.pokemontcg.io/neo2/30_hires.png,Neo,6/1/2001,Rare,['Colorless'],['Basic'],50,27,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.
neo2-31,Tyranitar,Neo Discovery,False,https://images.pokemontcg.io/neo2/31_hires.png,Neo,6/1/2001,Rare,['Darkness'],['Stage 2'],100,54,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies."
neo2-32,Umbreon,Neo Discovery,False,https://images.pokemontcg.io/neo2/32_hires.png,Neo,6/1/2001,Rare,['Darkness'],['Stage 1'],70,33,"When agitated, this Pokémon protects itself by spraying poisonous sweat from its pores."
neo2-33,Unown [A],Neo Discovery,False,https://images.pokemontcg.io/neo2/33_hires.png,Neo,6/1/2001,Rare,['Psychic'],['Basic'],40,15,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
neo2-34,Ursaring,Neo Discovery,False,https://images.pokemontcg.io/neo2/34_hires.png,Neo,6/1/2001,Rare,['Colorless'],['Stage 1'],80,42,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen berries."
neo2-35,Wobbuffet,Neo Discovery,False,https://images.pokemontcg.io/neo2/35_hires.png,Neo,6/1/2001,Rare,['Psychic'],['Basic'],90,46,"To keep its pitch-black tail hidden, it lives quietly in the darkness. It is never first to attack."
neo2-36,Yanma,Neo Discovery,False,https://images.pokemontcg.io/neo2/36_hires.png,Neo,6/1/2001,Rare,['Grass'],['Basic'],60,32,"If it flaps its wings really fast, it can generate shock waves that will shatter windows in the area."
neo2-37,Corsola,Neo Discovery,False,https://images.pokemontcg.io/neo2/37_hires.png,Neo,6/1/2001,Uncommon,['Water'],['Basic'],50,27,It continuously sheds and grows. The tip of its head is prized as a treasure because of its beauty.
neo2-38,Eevee,Neo Discovery,False,https://images.pokemontcg.io/neo2/38_hires.png,Neo,6/1/2001,Uncommon,['Colorless'],['Basic'],50,14,Its irregularly configured DNA is affected by its surroundings. It evolves if its environment changes.
neo2-39,Houndour,Neo Discovery,False,https://images.pokemontcg.io/neo2/39_hires.png,Neo,6/1/2001,Uncommon,['Darkness'],['Basic'],40,15,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.
neo2-40,Igglybuff,Neo Discovery,False,https://images.pokemontcg.io/neo2/40_hires.png,Neo,6/1/2001,Uncommon,['Colorless'],['Baby'],30,6,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop."
neo2-41,Kakuna,Neo Discovery,False,https://images.pokemontcg.io/neo2/41_hires.png,Neo,6/1/2001,Uncommon,['Grass'],['Stage 1'],70,22,"Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked."
neo2-42,Metapod,Neo Discovery,False,https://images.pokemontcg.io/neo2/42_hires.png,Neo,6/1/2001,Uncommon,['Grass'],['Stage 1'],70,23,"Inside the shell, it is soft and weak as it prepares to evolve. It stays motionless in the shell."
neo2-43,Omastar,Neo Discovery,False,https://images.pokemontcg.io/neo2/43_hires.png,Neo,6/1/2001,Uncommon,['Fighting'],['Stage 2'],80,39,"Apparently, it cracked Shellder's shell with its sharp fangs and sucked out the insides."
neo2-44,Poliwhirl,Neo Discovery,False,https://images.pokemontcg.io/neo2/44_hires.png,Neo,6/1/2001,Uncommon,['Water'],['Stage 1'],70,35,The swirl on its belly undulates. Staring at it may gradually cause drowsiness.
neo2-45,Pupitar,Neo Discovery,False,https://images.pokemontcg.io/neo2/45_hires.png,Neo,6/1/2001,Uncommon,['Fighting'],['Stage 1'],70,32,"Its shell is as hard as sheet rock, and it is also very strong. Its thrashing can topple a mountain."
neo2-46,Scyther,Neo Discovery,False,https://images.pokemontcg.io/neo2/46_hires.png,Neo,6/1/2001,Uncommon,['Grass'],['Basic'],60,24,"It slashes through grass with its sharp scythes, moving too fast for the human eye to track."
neo2-47,Unown [D],Neo Discovery,False,https://images.pokemontcg.io/neo2/47_hires.png,Neo,6/1/2001,Uncommon,['Psychic'],['Basic'],40,14,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
neo2-48,Unown [F],Neo Discovery,False,https://images.pokemontcg.io/neo2/48_hires.png,Neo,6/1/2001,Uncommon,['Psychic'],['Basic'],40,14,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
neo2-49,Unown [M],Neo Discovery,False,https://images.pokemontcg.io/neo2/49_hires.png,Neo,6/1/2001,Uncommon,['Psychic'],['Basic'],40,14,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
neo2-50,Unown [N],Neo Discovery,False,https://images.pokemontcg.io/neo2/50_hires.png,Neo,6/1/2001,Uncommon,['Psychic'],['Basic'],40,14,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
neo2-51,Unown [U],Neo Discovery,False,https://images.pokemontcg.io/neo2/51_hires.png,Neo,6/1/2001,Uncommon,['Psychic'],['Basic'],40,14,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
neo2-52,Xatu,Neo Discovery,False,https://images.pokemontcg.io/neo2/52_hires.png,Neo,6/1/2001,Uncommon,['Psychic'],['Stage 1'],70,38,"In South America, it is said that its right eye sees the future and its left eye views the past."
neo2-53,Caterpie,Neo Discovery,False,https://images.pokemontcg.io/neo2/53_hires.png,Neo,6/1/2001,Common,['Grass'],['Basic'],50,16,"For protection, it releases a horrible stench from the antennae on its head to drive away enemies."
neo2-54,Dunsparce,Neo Discovery,False,https://images.pokemontcg.io/neo2/54_hires.png,Neo,6/1/2001,Common,['Colorless'],['Basic'],30,9,"When spotted, this Pokémon escapes backward by furiously boring into the ground with its tail."
neo2-55,Hoppip,Neo Discovery,False,https://images.pokemontcg.io/neo2/55_hires.png,Neo,6/1/2001,Common,['Grass'],['Basic'],30,8,"Its body is so light, it must grip the ground firmly with its feet to keep from being blown away."
neo2-56,Kabuto,Neo Discovery,False,https://images.pokemontcg.io/neo2/56_hires.png,Neo,6/1/2001,Common,['Water'],['Stage 1'],50,21,"On rare occasions, some have been found as fossils which they became while hiding on the ocean floor."
neo2-57,Larvitar,Neo Discovery,False,https://images.pokemontcg.io/neo2/57_hires.png,Neo,6/1/2001,Common,['Fighting'],['Basic'],40,10,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow."
neo2-58,Mareep,Neo Discovery,False,https://images.pokemontcg.io/neo2/58_hires.png,Neo,6/1/2001,Common,['Lightning'],['Basic'],50,18,"Its fleece grows continually. In the summer, the fleece is fully shed, but it grows back in a week."
neo2-59,Natu,Neo Discovery,False,https://images.pokemontcg.io/neo2/59_hires.png,Neo,6/1/2001,Common,['Psychic'],['Basic'],40,13,"It usually forages for food on the ground but may, on rare occasions, hop onto branches to peck at shoots."
neo2-60,Omanyte,Neo Discovery,False,https://images.pokemontcg.io/neo2/60_hires.png,Neo,6/1/2001,Common,['Fighting'],['Stage 1'],50,21,"Revived from an ancient fossil, this Pokémon uses air stored in its shell to sink and rise in water."
neo2-61,Pineco,Neo Discovery,False,https://images.pokemontcg.io/neo2/61_hires.png,Neo,6/1/2001,Common,['Grass'],['Basic'],40,15,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.
neo2-62,Poliwag,Neo Discovery,False,https://images.pokemontcg.io/neo2/62_hires.png,Neo,6/1/2001,Common,['Water'],['Basic'],40,14,"Because it is inept at walking on its newly grown legs, it always swims around in water."
neo2-63,Sentret,Neo Discovery,False,https://images.pokemontcg.io/neo2/63_hires.png,Neo,6/1/2001,Common,['Colorless'],['Basic'],50,18,"It stands on its tail so it can see a long way. If it spots an enemy, it cries loudly to warn its kind."
neo2-64,Spinarak,Neo Discovery,False,https://images.pokemontcg.io/neo2/64_hires.png,Neo,6/1/2001,Common,['Grass'],['Basic'],50,19,It spins a web using fine – but durable – thread. It then waits patiently for prey to be trapped.
neo2-65,Teddiursa,Neo Discovery,False,https://images.pokemontcg.io/neo2/65_hires.png,Neo,6/1/2001,Common,['Colorless'],['Basic'],40,12,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey."
neo2-66,Tyrogue,Neo Discovery,False,https://images.pokemontcg.io/neo2/66_hires.png,Neo,6/1/2001,Common,['Fighting'],['Baby'],30,7,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
neo2-67,Unown [E],Neo Discovery,False,https://images.pokemontcg.io/neo2/67_hires.png,Neo,6/1/2001,Common,['Psychic'],['Basic'],40,14,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
neo2-68,Unown [I],Neo Discovery,False,https://images.pokemontcg.io/neo2/68_hires.png,Neo,6/1/2001,Common,['Psychic'],['Basic'],40,14,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
neo2-69,Unown [O],Neo Discovery,False,https://images.pokemontcg.io/neo2/69_hires.png,Neo,6/1/2001,Common,['Psychic'],['Basic'],40,14,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
neo2-70,Weedle,Neo Discovery,False,https://images.pokemontcg.io/neo2/70_hires.png,Neo,6/1/2001,Common,['Grass'],['Basic'],40,14,Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.
neo2-71,Wooper,Neo Discovery,False,https://images.pokemontcg.io/neo2/71_hires.png,Neo,6/1/2001,Common,['Water'],['Basic'],50,17,"When it walks around on the ground, it coats its body with a slimy, poisonous film."
neo3-1,Ampharos,Neo Revelation,False,https://images.pokemontcg.io/neo3/1_hires.png,Neo,9/21/2001,Rare Holo,['Lightning'],['Stage 2'],90,46,The bright light on its tail can be seen far away. It has been treasured since ancient times as a beacon.
neo3-2,Blissey,Neo Revelation,False,https://images.pokemontcg.io/neo3/2_hires.png,Neo,9/21/2001,Rare Holo,['Colorless'],['Stage 1'],120,62,Anyone who takes even one bite of Blissey's egg becomes unfailingly caring and pleasant to everyone.
neo3-3,Celebi,Neo Revelation,False,https://images.pokemontcg.io/neo3/3_hires.png,Neo,9/21/2001,Rare Holo,['Psychic'],['Basic'],50,16,This Pokémon wanders across time. Grass and trees flourish in the forests in which it has appeared.
neo3-4,Crobat,Neo Revelation,False,https://images.pokemontcg.io/neo3/4_hires.png,Neo,9/21/2001,Rare Holo,['Grass'],['Stage 2'],90,51,It flies so silently through the dark on its four wings that it may not be noticed even when nearby.
neo3-5,Delibird,Neo Revelation,False,https://images.pokemontcg.io/neo3/5_hires.png,Neo,9/21/2001,Rare Holo,['Colorless'],['Basic'],60,34,It carries food all day long. There are tales about lost people who were saved by the food it had.
neo3-6,Entei,Neo Revelation,False,https://images.pokemontcg.io/neo3/6_hires.png,Neo,9/21/2001,Rare Holo,['Fire'],['Basic'],80,38,"Volcanoes erupt when it barks. Unable to restrain its extreme power, it races headlong around the land."
neo3-7,Ho-oh,Neo Revelation,False,https://images.pokemontcg.io/neo3/7_hires.png,Neo,9/21/2001,Rare Holo,['Fire'],['Basic'],90,45,Legends claim this Pokémon flies the world's skies continuously on its magnificent seven colored wings.
neo3-8,Houndoom,Neo Revelation,False,https://images.pokemontcg.io/neo3/8_hires.png,Neo,9/21/2001,Rare Holo,['Darkness'],['Stage 1'],70,35,"Upon hearing its eerie howls, other Pokémon get the shivers and head straight back to their nests."
neo3-9,Jumpluff,Neo Revelation,False,https://images.pokemontcg.io/neo3/9_hires.png,Neo,9/21/2001,Rare Holo,['Grass'],['Stage 2'],70,37,Drifts on seasonal winds and spreads its cotton-like spores all over the world to make more offspring.
neo3-10,Magneton,Neo Revelation,False,https://images.pokemontcg.io/neo3/10_hires.png,Neo,9/21/2001,Rare Holo,['Metal'],['Stage 1'],80,37,Three Magnemites are linked by a strong magnetic force. Earaches will occur if you get too close.
neo3-11,Misdreavus,Neo Revelation,False,https://images.pokemontcg.io/neo3/11_hires.png,Neo,9/21/2001,Rare Holo,['Psychic'],['Basic'],50,25,It likes playing mischievous tricks such as screaming and wailing to startle people at night.
neo3-12,Porygon2,Neo Revelation,False,https://images.pokemontcg.io/neo3/12_hires.png,Neo,9/21/2001,Rare Holo,['Colorless'],['Stage 1'],70,33,"This upgraded version of Porygon is designed for space exploration. It can't fly, though."
neo3-13,Raikou,Neo Revelation,False,https://images.pokemontcg.io/neo3/13_hires.png,Neo,9/21/2001,Rare Holo,['Lightning'],['Basic'],80,40,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.
neo3-14,Suicune,Neo Revelation,False,https://images.pokemontcg.io/neo3/14_hires.png,Neo,9/21/2001,Rare Holo,['Water'],['Basic'],70,33,"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water."
neo3-15,Aerodactyl,Neo Revelation,False,https://images.pokemontcg.io/neo3/15_hires.png,Neo,9/21/2001,Rare,['Fighting'],['Stage 1'],60,27,"A vicious Pokémon from the distant past, it appears to have flown by spreading its wings and gliding."
neo3-16,Celebi,Neo Revelation,False,https://images.pokemontcg.io/neo3/16_hires.png,Neo,9/21/2001,Rare,['Grass'],['Basic'],50,14,"When Celebi disappears deep in a forest, it is said to leave behind an egg it brought from the future."
neo3-17,Entei,Neo Revelation,False,https://images.pokemontcg.io/neo3/17_hires.png,Neo,9/21/2001,Rare,['Fire'],['Basic'],60,24,A Pokémon that races across the land. It is said that one is born every time a new volcano appears.
neo3-18,Ho-oh,Neo Revelation,False,https://images.pokemontcg.io/neo3/18_hires.png,Neo,9/21/2001,Rare,['Colorless'],['Basic'],90,44,A legend says that its body glows in seven colors. A rainbow is said to form behind it when it flies.
neo3-19,Kingdra,Neo Revelation,False,https://images.pokemontcg.io/neo3/19_hires.png,Neo,9/21/2001,Rare,['Water'],['Stage 2'],90,49,It sleeps deep on the ocean floor to build its energy. It is said to cause tornadoes as it wakes.
neo3-20,Lugia,Neo Revelation,False,https://images.pokemontcg.io/neo3/20_hires.png,Neo,9/21/2001,Rare,['Psychic'],['Basic'],90,43,It is said to be the guardian of the seas. It is rumored to have been seen on the night of a storm.
neo3-21,Raichu,Neo Revelation,False,https://images.pokemontcg.io/neo3/21_hires.png,Neo,9/21/2001,Rare,['Lightning'],['Stage 1'],80,39,"If the electric pouches in its cheeks become fully charged, both ears will stand straight up."
neo3-22,Raikou,Neo Revelation,False,https://images.pokemontcg.io/neo3/22_hires.png,Neo,9/21/2001,Rare,['Lightning'],['Basic'],60,26,A Pokémon that races across the land while barking a cry that sounds like crashing thunder.
neo3-23,Skarmory,Neo Revelation,False,https://images.pokemontcg.io/neo3/23_hires.png,Neo,9/21/2001,Rare,['Metal'],['Basic'],60,29,"After nesting in bramble bushes, the wings of its chicks grow hard from scratches by thorns."
neo3-24,Sneasel,Neo Revelation,False,https://images.pokemontcg.io/neo3/24_hires.png,Neo,9/21/2001,Rare,['Darkness'],['Basic'],60,32,"Its paws conceal sharp claws. If attacked, it suddenly extends the claws and startles its enemy."
neo3-25,Starmie,Neo Revelation,False,https://images.pokemontcg.io/neo3/25_hires.png,Neo,9/21/2001,Rare,['Psychic'],['Stage 1'],70,31,The center section of its body is called the core. It glows in a different color each time it is seen.
neo3-26,Sudowoodo,Neo Revelation,False,https://images.pokemontcg.io/neo3/26_hires.png,Neo,9/21/2001,Rare,['Fighting'],['Basic'],60,27,"It disguises itself as a tree to avoid attack. It hates water, so it will disappear if it starts raining."
neo3-27,Suicune,Neo Revelation,False,https://images.pokemontcg.io/neo3/27_hires.png,Neo,9/21/2001,Rare,['Water'],['Basic'],60,25,This Pokémon races across the land. It is said that north winds will somehow blow whenever it appears.
neo3-28,Flaaffy,Neo Revelation,False,https://images.pokemontcg.io/neo3/28_hires.png,Neo,9/21/2001,Uncommon,['Lightning'],['Stage 1'],70,32,Its fluffy fleece easily stores electricity. Its rubbery hide keeps it from being electrocuted.
neo3-29,Golbat,Neo Revelation,False,https://images.pokemontcg.io/neo3/29_hires.png,Neo,9/21/2001,Uncommon,['Grass'],['Stage 1'],60,27,"It can drink more than 10 ounces of blood at once. If it has too much, it gets heavy and flies clumsily."
neo3-30,Graveler,Neo Revelation,False,https://images.pokemontcg.io/neo3/30_hires.png,Neo,9/21/2001,Uncommon,['Fighting'],['Stage 1'],70,32,"With a free and uncaring nature, it doesn't mind if pieces break off while it rolls down mountains."
neo3-31,Jynx,Neo Revelation,False,https://images.pokemontcg.io/neo3/31_hires.png,Neo,9/21/2001,Uncommon,['Water'],['Basic'],60,20,It rocks its body rhythmically. It appears to alter the rhythm depending on how it is feeling.
neo3-32,Lanturn,Neo Revelation,False,https://images.pokemontcg.io/neo3/32_hires.png,Neo,9/21/2001,Uncommon,['Lightning'],['Stage 1'],80,31,"It blinds prey with an intense burst of light, then swallows the immobilized prey in a single gulp."
neo3-33,Magcargo,Neo Revelation,False,https://images.pokemontcg.io/neo3/33_hires.png,Neo,9/21/2001,Uncommon,['Fire'],['Stage 1'],80,48,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.
neo3-34,Octillery,Neo Revelation,False,https://images.pokemontcg.io/neo3/34_hires.png,Neo,9/21/2001,Uncommon,['Water'],['Stage 1'],80,43,It traps enemies with its suction cupped tentacles then smashes them with its rockhard head.
neo3-35,Parasect,Neo Revelation,False,https://images.pokemontcg.io/neo3/35_hires.png,Neo,9/21/2001,Uncommon,['Grass'],['Stage 1'],60,30,"It stays mostly in dark, damp places, the preference not of the bug, but of the big mushrooms on its back."
neo3-36,Piloswine,Neo Revelation,False,https://images.pokemontcg.io/neo3/36_hires.png,Neo,9/21/2001,Uncommon,['Fighting'],['Stage 1'],90,41,"If it charges at an enemy, the hairs on its back stand up straight. It is very sensitive to sound."
neo3-37,Seaking,Neo Revelation,False,https://images.pokemontcg.io/neo3/37_hires.png,Neo,9/21/2001,Uncommon,['Water'],['Stage 1'],70,29,"Using its horn, it bores holes in riverbed boulders, making nests to prevent its eggs from washing away."
neo3-38,Stantler,Neo Revelation,False,https://images.pokemontcg.io/neo3/38_hires.png,Neo,9/21/2001,Uncommon,['Colorless'],['Basic'],60,27,Those who stare at its antlers will gradually lose control of their senses and be unable to stand.
neo3-39,Unown [B],Neo Revelation,False,https://images.pokemontcg.io/neo3/39_hires.png,Neo,9/21/2001,Uncommon,['Psychic'],['Basic'],50,19,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
neo3-40,Unown [Y],Neo Revelation,False,https://images.pokemontcg.io/neo3/40_hires.png,Neo,9/21/2001,Uncommon,['Psychic'],['Basic'],40,12,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
neo3-41,Aipom,Neo Revelation,False,https://images.pokemontcg.io/neo3/41_hires.png,Neo,9/21/2001,Common,['Colorless'],['Basic'],40,19,"It lives atop tall trees. When leaping from branch to branch, it deftly uses its tail for balance."
neo3-42,Chinchou,Neo Revelation,False,https://images.pokemontcg.io/neo3/42_hires.png,Neo,9/21/2001,Common,['Lightning'],['Basic'],50,13,"On the dark ocean floor, its only means of communication is its constantly flashing lights."
neo3-43,Farfetch'd,Neo Revelation,False,https://images.pokemontcg.io/neo3/43_hires.png,Neo,9/21/2001,Common,['Colorless'],['Basic'],50,22,"If anyone tries to disturb where the essential plant sticks grow, it uses its own stick to thwart them."
neo3-44,Geodude,Neo Revelation,False,https://images.pokemontcg.io/neo3/44_hires.png,Neo,9/21/2001,Common,['Fighting'],['Basic'],40,14,It uses its arms to steadily climb steep mountain paths. It swings its fists around if angered.
neo3-45,Goldeen,Neo Revelation,False,https://images.pokemontcg.io/neo3/45_hires.png,Neo,9/21/2001,Common,['Water'],['Basic'],40,14,"Its dorsal, pectoral and tail fins wave elegantly in the water. That is why it is known as the water dancer."
neo3-46,Murkrow,Neo Revelation,False,https://images.pokemontcg.io/neo3/46_hires.png,Neo,9/21/2001,Common,['Darkness'],['Basic'],40,21,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night."
neo3-47,Paras,Neo Revelation,False,https://images.pokemontcg.io/neo3/47_hires.png,Neo,9/21/2001,Common,['Grass'],['Basic'],40,10,"It is doused with mushroom spores when it is born. As its body grows, mushrooms sprout from its back."
neo3-48,Quagsire,Neo Revelation,False,https://images.pokemontcg.io/neo3/48_hires.png,Neo,9/21/2001,Common,['Water'],['Stage 1'],70,35,"Due to its relaxed and carefree attitude, it often bumps its head on boulders and boat hulls as it swims."
neo3-49,Qwilfish,Neo Revelation,False,https://images.pokemontcg.io/neo3/49_hires.png,Neo,9/21/2001,Common,['Water'],['Basic'],60,30,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once."
neo3-50,Remoraid,Neo Revelation,False,https://images.pokemontcg.io/neo3/50_hires.png,Neo,9/21/2001,Common,['Water'],['Basic'],40,15,It has superb accuracy. The water it shoots out can strike even moving prey from more than 300 feet.
neo3-51,Shuckle,Neo Revelation,False,https://images.pokemontcg.io/neo3/51_hires.png,Neo,9/21/2001,Common,['Fighting'],['Basic'],40,28,"It stores berries inside its shell. To avoid attacks, it hides beneath rocks and remains completely still."
neo3-52,Skiploom,Neo Revelation,False,https://images.pokemontcg.io/neo3/52_hires.png,Neo,9/21/2001,Common,['Grass'],['Stage 1'],60,29,It spreads its petals to absorb sunlight. It also floats in the air to get closer to the sun.
neo3-53,Slugma,Neo Revelation,False,https://images.pokemontcg.io/neo3/53_hires.png,Neo,9/21/2001,Common,['Fire'],['Basic'],50,27,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden."
neo3-54,Smoochum,Neo Revelation,False,https://images.pokemontcg.io/neo3/54_hires.png,Neo,9/21/2001,Common,['Psychic'],['Baby'],30,6,It always rocks its head slowly backwards and forwards as if it is trying to kiss someone.
